Time,Event,Impact
07:30,Nonfarm Payrolls  (Jun),High Volatility Expected
04:00,CB Consumer Confidence  (Jul),High Volatility Expected
04:00,Core CPI (MoM)  (Jul),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Jul),High Volatility Expected
04:00,Crude Oil Inventories  (Jul),High Volatility Expected
04:00,Existing Home Sales  (Jul),High Volatility Expected
04:00,Initial Jobless Claims  (Jul),High Volatility Expected
04:00,ISM Manufacturing PMI  (Jul),High Volatility Expected
04:00,New Home Sales  (Jul),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Jul),High Volatility Expected
04:00,Retail Sales (MoM)  (Jul),High Volatility Expected
07:30,Unemployment Rate  (Jul),High Volatility Expected
07:30,Nonfarm Payrolls  (Jul),High Volatility Expected
04:00,CB Consumer Confidence  (Aug),High Volatility Expected
04:00,Core CPI (MoM)  (Aug),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Aug),High Volatility Expected
04:00,Crude Oil Inventories  (Aug),High Volatility Expected
04:00,Existing Home Sales  (Aug),High Volatility Expected
04:00,Initial Jobless Claims  (Aug),High Volatility Expected
04:00,ISM Manufacturing PMI  (Aug),High Volatility Expected
04:00,New Home Sales  (Aug),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Aug),High Volatility Expected
04:00,Retail Sales (MoM)  (Aug),High Volatility Expected
07:30,Unemployment Rate  (Aug),High Volatility Expected
07:30,Nonfarm Payrolls  (Aug),High Volatility Expected
04:00,CB Consumer Confidence  (Sep),High Volatility Expected
04:00,Core CPI (MoM)  (Sep),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Sep),High Volatility Expected
04:00,Crude Oil Inventories  (Sep),High Volatility Expected
04:00,Existing Home Sales  (Sep),High Volatility Expected
04:00,Initial Jobless Claims  (Sep),High Volatility Expected
04:00,ISM Manufacturing PMI  (Sep),High Volatility Expected
04:00,New Home Sales  (Sep),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Sep),High Volatility Expected
04:00,Retail Sales (MoM)  (Sep),High Volatility Expected
07:30,Nonfarm Payrolls  (Sep),High Volatility Expected
07:30,Unemployment Rate  (Sep),High Volatility Expected
04:00,CB Consumer Confidence  (Oct),High Volatility Expected
04:00,Core CPI (MoM)  (Oct),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Oct),High Volatility Expected
04:00,Crude Oil Inventories  (Oct),High Volatility Expected
04:00,Existing Home Sales  (Oct),High Volatility Expected
04:00,Initial Jobless Claims  (Oct),High Volatility Expected
04:00,ISM Manufacturing PMI  (Oct),High Volatility Expected
04:00,New Home Sales  (Oct),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Oct),High Volatility Expected
04:00,Retail Sales (MoM)  (Oct),High Volatility Expected
07:30,Unemployment Rate  (Oct),High Volatility Expected
07:30,Nonfarm Payrolls  (Oct),High Volatility Expected
04:00,CB Consumer Confidence  (Nov),High Volatility Expected
04:00,Core CPI (MoM)  (Nov),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Nov),High Volatility Expected
04:00,Crude Oil Inventories  (Nov),High Volatility Expected
04:00,Existing Home Sales  (Nov),High Volatility Expected
04:00,Initial Jobless Claims  (Nov),High Volatility Expected
04:00,ISM Manufacturing PMI  (Nov),High Volatility Expected
04:00,New Home Sales  (Nov),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Nov),High Volatility Expected
04:00,Retail Sales (MoM)  (Nov),High Volatility Expected
07:30,Unemployment Rate  (Nov),High Volatility Expected
07:30,Nonfarm Payrolls  (Nov),High Volatility Expected
04:00,CB Consumer Confidence  (Dec),High Volatility Expected
04:00,Core CPI (MoM)  (Dec),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Dec),High Volatility Expected
04:00,Crude Oil Inventories  (Dec),High Volatility Expected
04:00,Existing Home Sales  (Dec),High Volatility Expected
04:00,Initial Jobless Claims  (Dec),High Volatility Expected
04:00,ISM Manufacturing PMI  (Dec),High Volatility Expected
04:00,New Home Sales  (Dec),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Dec),High Volatility Expected
04:00,Retail Sales (MoM)  (Dec),High Volatility Expected
07:30,Unemployment Rate  (Dec),High Volatility Expected
07:30,Nonfarm Payrolls  (Dec),High Volatility Expected
04:00,CB Consumer Confidence  (Jan),High Volatility Expected
04:00,Core CPI (MoM)  (Jan),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Jan),High Volatility Expected
04:00,Crude Oil Inventories  (Jan),High Volatility Expected
04:00,Existing Home Sales  (Jan),High Volatility Expected
04:00,Initial Jobless Claims  (Jan),High Volatility Expected
04:00,ISM Manufacturing PMI  (Jan),High Volatility Expected
04:00,New Home Sales  (Jan),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Jan),High Volatility Expected
04:00,Retail Sales (MoM)  (Jan),High Volatility Expected
07:30,Unemployment Rate  (Jan),High Volatility Expected
07:30,Nonfarm Payrolls  (Jan),High Volatility Expected
13:00,Fed Interest Rate Decision,High Volatility Expected
04:00,CB Consumer Confidence  (Feb),High Volatility Expected
04:00,Core CPI (MoM)  (Feb),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Feb),High Volatility Expected
04:00,Crude Oil Inventories  (Feb),High Volatility Expected
04:00,Existing Home Sales  (Feb),High Volatility Expected
04:00,Initial Jobless Claims  (Feb),High Volatility Expected
04:00,ISM Manufacturing PMI  (Feb),High Volatility Expected
04:00,New Home Sales  (Feb),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Feb),High Volatility Expected
04:00,Retail Sales (MoM)  (Feb),High Volatility Expected
07:30,Unemployment Rate  (Feb),High Volatility Expected
07:30,Nonfarm Payrolls  (Feb),High Volatility Expected
13:00,Fed Interest Rate Decision,High Volatility Expected
04:00,CB Consumer Confidence  (Mar),High Volatility Expected
04:00,Core CPI (MoM)  (Mar),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Mar),High Volatility Expected
04:00,Crude Oil Inventories  (Mar),High Volatility Expected
04:00,Existing Home Sales  (Mar),High Volatility Expected
04:00,Initial Jobless Claims  (Mar),High Volatility Expected
04:00,ISM Manufacturing PMI  (Mar),High Volatility Expected
04:00,New Home Sales  (Mar),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Mar),High Volatility Expected
04:00,Retail Sales (MoM)  (Mar),High Volatility Expected
07:30,Nonfarm Payrolls  (Mar),High Volatility Expected
07:30,Unemployment Rate  (Mar),High Volatility Expected
13:00,Fed Interest Rate Decision,High Volatility Expected
04:00,CB Consumer Confidence  (Apr),High Volatility Expected
04:00,Core CPI (MoM)  (Apr),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Apr),High Volatility Expected
04:00,Crude Oil Inventories  (Apr),High Volatility Expected
04:00,Existing Home Sales  (Apr),High Volatility Expected
04:00,Initial Jobless Claims  (Apr),High Volatility Expected
04:00,ISM Manufacturing PMI  (Apr),High Volatility Expected
04:00,New Home Sales  (Apr),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Apr),High Volatility Expected
04:00,Retail Sales (MoM)  (Apr),High Volatility Expected
07:30,Unemployment Rate  (Apr),High Volatility Expected
07:30,Nonfarm Payrolls  (Apr),High Volatility Expected
13:00,Fed Interest Rate Decision,High Volatility Expected
04:00,CB Consumer Confidence  (May),High Volatility Expected
04:00,Core CPI (MoM)  (May),High Volatility Expected
04:00,Core Retail Sales (MoM)  (May),High Volatility Expected
04:00,Crude Oil Inventories  (May),High Volatility Expected
04:00,Existing Home Sales  (May),High Volatility Expected
04:00,Initial Jobless Claims  (May),High Volatility Expected
04:00,ISM Manufacturing PMI  (May),High Volatility Expected
04:00,New Home Sales  (May),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (May),High Volatility Expected
04:00,Retail Sales (MoM)  (May),High Volatility Expected
07:30,Unemployment Rate  (May),High Volatility Expected
07:30,Nonfarm Payrolls  (May),High Volatility Expected
04:00,CB Consumer Confidence  (Jun),High Volatility Expected
04:00,Core CPI (MoM)  (Jun),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Jun),High Volatility Expected
04:00,Crude Oil Inventories  (Jun),High Volatility Expected
04:00,Existing Home Sales  (Jun),High Volatility Expected
04:00,Initial Jobless Claims  (Jun),High Volatility Expected
04:00,ISM Manufacturing PMI  (Jun),High Volatility Expected
04:00,New Home Sales  (Jun),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Jun),High Volatility Expected
04:00,Retail Sales (MoM)  (Jun),High Volatility Expected
07:30,Nonfarm Payrolls  (Jun),High Volatility Expected
07:30,Unemployment Rate  (Jun),High Volatility Expected
04:00,CB Consumer Confidence  (Jul),High Volatility Expected
04:00,Core CPI (MoM)  (Jul),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Jul),High Volatility Expected
04:00,Crude Oil Inventories  (Jul),High Volatility Expected
04:00,Existing Home Sales  (Jul),High Volatility Expected
04:00,Initial Jobless Claims  (Jul),High Volatility Expected
04:00,ISM Manufacturing PMI  (Jul),High Volatility Expected
04:00,New Home Sales  (Jul),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Jul),High Volatility Expected
04:00,Retail Sales (MoM)  (Jul),High Volatility Expected
07:30,Unemployment Rate  (Jul),High Volatility Expected
07:30,Nonfarm Payrolls  (Jul),High Volatility Expected
13:00,Fed Interest Rate Decision,High Volatility Expected
04:00,CB Consumer Confidence  (Aug),High Volatility Expected
04:00,Core CPI (MoM)  (Aug),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Aug),High Volatility Expected
04:00,Crude Oil Inventories  (Aug),High Volatility Expected
04:00,Existing Home Sales  (Aug),High Volatility Expected
04:00,Initial Jobless Claims  (Aug),High Volatility Expected
04:00,ISM Manufacturing PMI  (Aug),High Volatility Expected
04:00,New Home Sales  (Aug),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Aug),High Volatility Expected
04:00,Retail Sales (MoM)  (Aug),High Volatility Expected
07:30,Unemployment Rate  (Aug),High Volatility Expected
07:30,Nonfarm Payrolls  (Aug),High Volatility Expected
04:00,CB Consumer Confidence  (Sep),High Volatility Expected
04:00,Core CPI (MoM)  (Sep),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Sep),High Volatility Expected
04:00,Crude Oil Inventories  (Sep),High Volatility Expected
04:00,Existing Home Sales  (Sep),High Volatility Expected
04:00,Initial Jobless Claims  (Sep),High Volatility Expected
04:00,ISM Manufacturing PMI  (Sep),High Volatility Expected
04:00,New Home Sales  (Sep),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Sep),High Volatility Expected
04:00,Retail Sales (MoM)  (Sep),High Volatility Expected
07:30,Unemployment Rate  (Sep),High Volatility Expected
07:30,Nonfarm Payrolls  (Sep),High Volatility Expected
04:00,CB Consumer Confidence  (Oct),High Volatility Expected
04:00,Core CPI (MoM)  (Oct),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Oct),High Volatility Expected
04:00,Crude Oil Inventories  (Oct),High Volatility Expected
04:00,Existing Home Sales  (Oct),High Volatility Expected
04:00,Initial Jobless Claims  (Oct),High Volatility Expected
04:00,ISM Manufacturing PMI  (Oct),High Volatility Expected
04:00,New Home Sales  (Oct),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Oct),High Volatility Expected
04:00,Retail Sales (MoM)  (Oct),High Volatility Expected
07:30,Unemployment Rate  (Oct),High Volatility Expected
07:30,Nonfarm Payrolls  (Oct),High Volatility Expected
13:00,Fed Interest Rate Decision,High Volatility Expected
04:00,CB Consumer Confidence  (Nov),High Volatility Expected
04:00,Core CPI (MoM)  (Nov),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Nov),High Volatility Expected
04:00,Crude Oil Inventories  (Nov),High Volatility Expected
04:00,Existing Home Sales  (Nov),High Volatility Expected
04:00,Initial Jobless Claims  (Nov),High Volatility Expected
04:00,ISM Manufacturing PMI  (Nov),High Volatility Expected
04:00,New Home Sales  (Nov),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Nov),High Volatility Expected
04:00,Retail Sales (MoM)  (Nov),High Volatility Expected
07:30,Unemployment Rate  (Nov),High Volatility Expected
07:30,Nonfarm Payrolls  (Nov),High Volatility Expected
04:00,CB Consumer Confidence  (Dec),High Volatility Expected
04:00,Core CPI (MoM)  (Dec),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Dec),High Volatility Expected
04:00,Crude Oil Inventories  (Dec),High Volatility Expected
04:00,Existing Home Sales  (Dec),High Volatility Expected
04:00,Initial Jobless Claims  (Dec),High Volatility Expected
04:00,ISM Manufacturing PMI  (Dec),High Volatility Expected
04:00,New Home Sales  (Dec),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Dec),High Volatility Expected
04:00,Retail Sales (MoM)  (Dec),High Volatility Expected
07:30,Unemployment Rate  (Dec),High Volatility Expected
07:30,Nonfarm Payrolls  (Dec),High Volatility Expected
04:00,CB Consumer Confidence  (Jan),High Volatility Expected
04:00,Core CPI (MoM)  (Jan),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Jan),High Volatility Expected
04:00,Crude Oil Inventories  (Jan),High Volatility Expected
04:00,Existing Home Sales  (Jan),High Volatility Expected
04:00,Initial Jobless Claims  (Jan),High Volatility Expected
04:00,ISM Manufacturing PMI  (Jan),High Volatility Expected
04:00,New Home Sales  (Jan),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Jan),High Volatility Expected
04:00,Retail Sales (MoM)  (Jan),High Volatility Expected
07:30,Unemployment Rate  (Jan),High Volatility Expected
13:00,Fed Interest Rate Decision,High Volatility Expected
07:30,Nonfarm Payrolls  (Jan),High Volatility Expected
04:00,CB Consumer Confidence  (Feb),High Volatility Expected
04:00,Core CPI (MoM)  (Feb),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Feb),High Volatility Expected
04:00,Crude Oil Inventories  (Feb),High Volatility Expected
04:00,Existing Home Sales  (Feb),High Volatility Expected
04:00,Initial Jobless Claims  (Feb),High Volatility Expected
04:00,ISM Manufacturing PMI  (Feb),High Volatility Expected
04:00,New Home Sales  (Feb),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Feb),High Volatility Expected
04:00,Retail Sales (MoM)  (Feb),High Volatility Expected
07:30,Unemployment Rate  (Feb),High Volatility Expected
07:30,Nonfarm Payrolls  (Feb),High Volatility Expected
04:00,CB Consumer Confidence  (Mar),High Volatility Expected
04:00,Core CPI (MoM)  (Mar),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Mar),High Volatility Expected
04:00,Crude Oil Inventories  (Mar),High Volatility Expected
04:00,Existing Home Sales  (Mar),High Volatility Expected
04:00,Initial Jobless Claims  (Mar),High Volatility Expected
04:00,ISM Manufacturing PMI  (Mar),High Volatility Expected
04:00,New Home Sales  (Mar),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Mar),High Volatility Expected
04:00,Retail Sales (MoM)  (Mar),High Volatility Expected
07:30,Unemployment Rate  (Mar),High Volatility Expected
07:30,Nonfarm Payrolls  (Mar),High Volatility Expected
04:00,CB Consumer Confidence  (Apr),High Volatility Expected
04:00,Core CPI (MoM)  (Apr),High Volatility Expected
04:00,Core Retail Sales (MoM)  (Apr),High Volatility Expected
04:00,Crude Oil Inventories  (Apr),High Volatility Expected
04:00,Existing Home Sales  (Apr),High Volatility Expected
04:00,Initial Jobless Claims  (Apr),High Volatility Expected
04:00,ISM Manufacturing PMI  (Apr),High Volatility Expected
04:00,New Home Sales  (Apr),High Volatility Expected
04:00,Philadelphia Fed Manufacturing Index  (Apr),High Volatility Expected
04:00,Retail Sales (MoM)  (Apr),High Volatility Expected
07:30,Unemployment Rate  (Apr),High Volatility Expected
07:30,Nonfarm Payrolls  (Apr),High Volatility Expected
04:00,CB Consumer Confidence  (May),High Volatility Expected
04:00,Core CPI (MoM)  (May),High Volatility Expected
04:00,Core Retail Sales (MoM)  (May),High Volatility Expected
04:00,Crude Oil Inventories  (May),High Volatility Expected
04:00,Existing Home Sales  (May),High Volatility Expected
04:00,Initial Jobless Claims  (May),High Volatility Expected
04:00,ISM Manufacturing PMI  (May),High Volatility Expected
